"﻿""カードID(内部ID)""",カードハッシュ,カードID(モバゲーID),カード名,カード別名,アイドルID(内部ID),アイドル名,属性,レアリティ,特訓後,身長,体重,バストサイズ,ウエストサイズ,ヒップサイズ,コスト,初期攻,初期守,最大攻(推定値),最大守(推定値),特技名,メイン特技効果,ダブル特技効果,アイプロ育成アイドル,フリートレード制限中,システム追加日時
2945,eacc9bc4fe9128ac315bf016a2c356c4,2532902,[インスペクトコンコルディア]高峯のあ+,,96,高峯のあ,Cool,SR+,True,168,48,87,55,86,22,7032,7032,23295,23295,ｽﾌﾟﾘﾝﾄﾒﾄﾛﾎﾟﾘｽ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻守 絶大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2946,3045052fe275d79c6d260fb4dbd2b265,2440701,[大いなる越境者]高峯のあ,,96,高峯のあ,Cool,SR,False,168,48,87,55,86,23,7240,5320,19005,13965,均衡の揺らぎ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2947,9a2a2e5aaffbfb59d19b066c02a28794,2540702,[大いなる越境者]高峯のあ+,,96,高峯のあ,Cool,SR+,True,168,48,87,55,86,23,8688,6384,28780,21148,均衡の揺らぎ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2948,25ea7fdd66fc6bd8e7209a4c0d2ba00c,3000201,高森藍子,,135,高森藍子,Passion,N,False,155,42,74,60,79,2,240,160,630,420,ﾊﾟｯｼｮﾈｲﾄｱｸﾄ,,,False,False,2018/10/09 05:41:59
2949,57bfd18f73cf672d05643716f74bbc48,3100202,高森藍子+,,135,高森藍子,Passion,N+,True,155,42,74,60,79,2,288,192,954,636,ﾊﾟｯｼｮﾈｲﾄｱｸﾄ,,,False,False,2018/10/09 05:41:59
2950,8406433757bac86ef8134cd59ed4cd3b,3002101,[バレンタイン]高森藍子,,135,高森藍子,Passion,N,False,155,42,74,60,79,10,840,1360,2205,3570,ﾊﾟｯｼｮﾈｲﾄｱｸﾄ,,,False,False,2018/10/09 05:41:59
2951,55f34023e9d773f97afde9bb99574843,3102102,[バレンタイン]高森藍子+,,135,高森藍子,Passion,N+,True,155,42,74,60,79,10,1008,1632,3340,5406,ﾊﾟｯｼｮﾈｲﾄｱｸﾄ,,,False,False,2018/10/09 05:41:59
2952,f70f143d7bb856a67cb7bbd175dc7829,3204601,[ふんわりガール]高森藍子,,135,高森藍子,Passion,R,False,155,42,74,60,79,12,2080,1920,5460,5040,ﾎﾟｼﾞﾃｨﾌﾞｼﾝｷﾝｸﾞ,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2953,d6dbb1e8e2c5e452026e993c5a8fde56,3304602,[ふんわりガール]高森藍子+,,135,高森藍子,Passion,R+,True,155,42,74,60,79,12,2496,2304,8268,7632,ﾎﾟｼﾞﾃｨﾌﾞｼﾝｷﾝｸﾞ,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2954,a14b13704b20edf9834c27832fd1670f,3207601,[アニバーサリーイエロー]高森藍子,,135,高森藍子,Passion,R,False,155,42,74,60,79,10,1260,1800,3308,4725,想い出ｽﾏｲﾙ,ﾊﾟｯｼｮﾝﾀｲﾌﾟの守 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2955,d0289c681ff7668957a4d7a4198b61aa,3307602,[アニバーサリーイエロー]高森藍子+,,135,高森藍子,Passion,R+,True,155,42,74,60,79,10,1512,2160,5009,7155,想い出ｽﾏｲﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2956,ca354dc7b9ffa3261b69dfbcb633c162,3227201,[新春ガール]高森藍子,,135,高森藍子,Passion,R,False,155,42,74,60,79,14,2800,2640,7350,6930,ゆるふわｱﾚﾝｼﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2957,d3fa350883bd59a8245cef6a04319057,3327202,[新春ガール]高森藍子+,,135,高森藍子,Passion,R+,True,155,42,74,60,79,14,3360,3168,11130,10494,ゆるふわｱﾚﾝｼﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2958,6efffe43696b87d64380769c40a3f12d,3405201,[ゆるふわ乙女]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,17,4340,3160,11393,8295,ﾅﾁｭﾗﾙｽﾏｲﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2959,0321c8e5bf54a3c4602ee87bac727750,3505202,[ゆるふわ乙女]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,17,5208,3792,17253,12562,ﾅﾁｭﾗﾙｽﾏｲﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2960,b9c843a22dc3445a53c384de9948be97,3409001,[深緑の魔女]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,18,4440,4180,11655,10973,やさしい魔法,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 特大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2961,dab9960d2db1424d77af7ba448c77039,3509002,[深緑の魔女]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,18,5328,5016,17650,16617,やさしい魔法,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2962,696e63ecba110164d3740efd5dab872a,3409701,[CDデビュー]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,11,2240,2080,5880,5460,お散歩ｶﾒﾗ,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2963,e3d9a2ea1b5c8caec4250f08f4f5cc95,3509702,[CDデビュー]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,11,2688,2496,8904,8268,お散歩ｶﾒﾗ,ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2964,a6a1581237e6048bae08c63a85e50e87,3411301,[シンデレラドリーム]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,19,5520,3520,14490,9240,夢のﾁｶﾗ,自分の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2965,77828bac52f87e72db028e70a0338c11,3511302,[シンデレラドリーム]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,19,6624,4224,21942,13992,夢のﾁｶﾗ,自分の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2966,e82199f18a2886519aa98a1a5ef46043,3413101,[おさんぽ日和]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,16,3560,3540,9345,9293,思い出の一枚,全ﾀｲﾌﾟの攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2967,1a30af5fa8c952b1424a1dbb60269ff0,3513102,[おさんぽ日和]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,16,4272,4248,14152,14073,思い出の一枚,全ﾀｲﾌﾟの攻守 ﾗﾝﾀﾞﾑで特大～絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2968,39c5e502a5ec2c962e1610098b6317cc,3419801,[まごころプレゼント]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,20,5980,4260,15698,11183,てのひらのぬくもり,ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2969,0e80e42aa03acf28172a86a6113212e5,3519802,[まごころプレゼント]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,20,7176,5112,23771,16935,てのひらのぬくもり,ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2970,775f8939d540b7b1c169ba72be9ca25e,3425901,[放課後サマー]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,21,5520,5460,14490,14333,青春の思い出,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻守 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2971,c2f3cd2bd710cebb14c84f6a64d9949a,3525902,[放課後サマー]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,21,6624,6552,21942,21705,青春の思い出,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻守 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2972,96372916d89edc657240f71836f7dbb9,3434701,[駿風のバンデット]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,22,6140,6100,16118,16013,変われる力,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 ﾗﾝﾀﾞﾑで極大～絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2973,cd741e8ee6028bb578bcbc5d55475390,3534702,[駿風のバンデット]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,22,7368,7320,24407,24249,変われる力,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2974,55ef16cfd44a6fdfb3709337f27e595f,3439301,[ちいさなともだち]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,23,7320,5560,19215,14595,お気に入りの場所,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2975,4d91dd57c123958c50421bb04076c240,3539302,[ちいさなともだち]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,23,8784,6672,29098,22102,お気に入りの場所,ｷｭｰﾄ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2976,91056ece5730b448946fa9f5d1951de3,3444801,[白銀の歌声]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,24,7560,5900,19845,15488,あたたかな場所,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2977,834bc411cf8455fcbd9aded00697fcba,3544802,[白銀の歌声]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,24,9072,7080,30052,23453,あたたかな場所,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで超絶～究極ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2978,bba927329abba72d970b384ebb4094fe,3448401,[ほんわか花嫁]高森藍子,,135,高森藍子,Passion,SR,False,155,42,74,60,79,24,7640,6020,20055,15803,しあわせの花道,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2979,b4bcd4a96f7cf55e96d9cfd6ce694ca9,3548402,[ほんわか花嫁]高森藍子+,,135,高森藍子,Passion,SR+,True,155,42,74,60,79,24,9168,7224,30370,23931,しあわせの花道,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで超絶～究極ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2980,914e2e1efbc1f05e987772cc5c925722,2001201,多田李衣菜,,78,多田李衣菜,Cool,N,False,152,41,80,55,81,9,1020,780,2678,2048,ｸｰﾘｯｼｭｱｸﾄ,,,False,False,2018/10/09 05:41:59
2981,17c1dfda6510677f5a448d951c086d33,2101202,多田李衣菜+,,78,多田李衣菜,Cool,N+,True,152,41,80,55,81,9,1224,936,4055,3101,ｸｰﾘｯｼｭｱｸﾄ,,,False,False,2018/10/09 05:41:59
2982,dc90bc1dc7bad8aab44fa134a03bd9c8,2202901,[バレンタイン]多田李衣菜,,78,多田李衣菜,Cool,R,False,152,41,80,55,81,10,1320,1800,3465,4725,ﾛｯｸｽﾀｲﾙ,ｸｰﾙﾀｲﾌﾟの守 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2983,80ebaaa423e960469332d32354761c8e,2302902,[バレンタイン]多田李衣菜+,,78,多田李衣菜,Cool,R+,True,152,41,80,55,81,10,1584,2160,5248,7156,ﾛｯｸｽﾀｲﾙ,ｸｰﾙﾀｲﾌﾟの守 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2984,aff484871dd61658b8a67676988a0879,2203501,[制服コレクション]多田李衣菜,,78,多田李衣菜,Cool,R,False,152,41,80,55,81,8,1230,1430,3229,3754,ｸｰﾘｯｼｭｱｸﾄ,,,False,False,2018/10/09 05:41:59
2985,be5b1389c424bdcee5c5267f8f182ef3,2303502,[制服コレクション]多田李衣菜+,,78,多田李衣菜,Cool,R+,True,152,41,80,55,81,8,1476,1716,4883,5677,ｸｰﾘｯｼｭｱｸﾄ,,,False,False,2018/10/09 05:41:59
2986,5c05456fa1975ed8ca50f82258df277d,2209301,[ロッキングセッション]多田李衣菜,,78,多田李衣菜,Cool,R,False,152,41,80,55,81,11,1800,1900,4725,4988,ご機嫌ｻｳﾝﾄﾞ,ｸｰﾙﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2987,1e607f6df2113c582c0037bf2781bd77,2309302,[ロッキングセッション]多田李衣菜+,,78,多田李衣菜,Cool,R+,True,152,41,80,55,81,11,2160,2280,7156,7553,ご機嫌ｻｳﾝﾄﾞ,全ﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2988,954eb62b4f0c88fb462862c417243571,2225301,[ワーキング・レスキュー]多田李衣菜,,78,多田李衣菜,Cool,R,False,152,41,80,55,81,14,3280,2260,8610,5933,ﾋﾞﾀｰﾃｲｽﾄ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2～3人の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2989,09a091936b403ea2cc9bd3922d47b873,2325302,[ワーキング・レスキュー]多田李衣菜+,,78,多田李衣菜,Cool,R+,True,152,41,80,55,81,14,3936,2712,13038,8985,ﾋﾞﾀｰﾃｲｽﾄ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2990,6b9c3e0ec3b75301341b0071e0c25c47,2326802,[ロッキングフィーバー]多田李衣菜+,,78,多田李衣菜,Cool,R+,True,152,41,80,55,81,14,4180,3060,12018,8798,和ﾛｯｸﾋﾞｰﾄ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2991,28c80c030dbf6ee57cfd4d69403c0c82,2326902,[ロッキングフィーバー・S]多田李衣菜+,,78,多田李衣菜,Cool,R+,True,152,41,80,55,81,14,4300,3080,12363,8855,和ﾛｯｸﾋﾞｰﾄ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2992,6082b9c30ed35ed98c89d9f8185ec4ec,2331402,[クリエイティブI.C]多田李衣菜+,,78,多田李衣菜,Cool,R+,True,152,41,80,55,81,14,3740,3740,10753,10753,ｸｰﾙﾛｯｸﾏｲﾝﾄﾞ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2993,c6139cfbd2c971d25cb35ca6803a4a4c,2234101,[レッドホットヒーター]多田李衣菜,,78,多田李衣菜,Cool,R,False,152,41,80,55,81,14,3200,2140,8400,5618,ｼﾋﾞﾚるｻｳﾝﾄﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2994,efb900bba4eb6027faf09d92684462a1,2334102,[レッドホットヒーター]多田李衣菜+,,78,多田李衣菜,Cool,R+,True,152,41,80,55,81,14,3840,2568,12720,8507,ｼﾋﾞﾚるｻｳﾝﾄﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2995,20d694b33aff2463098ec53b681c89f8,2402501,[ロッキングガール]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,16,3600,3560,9450,9345,ﾛｯｸなﾊｰﾄ,自分の攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2996,b2fac50d2d01e350c0555f61bc83a816,2502502,[ロッキングガール]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,16,4320,4272,14310,14151,ﾛｯｸなﾊｰﾄ,自分の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2997,48fbeeba8cbf12dba8d2a2b9e46740ff,2404801,[新春ロッカー]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,17,4060,3640,10658,9555,ﾆｭｰｲﾔｰﾛｯｸ,ｸｰﾙの攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2998,52279101de31c161d3e328d236b97111,2504802,[新春ロッカー]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,17,4872,4368,16139,14470,ﾆｭｰｲﾔｰﾛｯｸ,ｸｰﾙの攻守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2999,6c4bcbefec8f70fc06a7825764240138,2405001,[CDデビュー]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,9,1960,1480,5145,3885,Twilight Sky,ｸｰﾙﾀｲﾌﾟの攻守 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3000,b664b9644edb5bb8c0ffb347035c5da3,2505002,[CDデビュー]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,9,2352,1776,7791,5883,Twilight Sky,ｸｰﾙﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3001,215f8cec62b2aec84c7de6b82196e490,2406201,[エイトビートロッカー]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,11,2320,2260,6090,5933,ﾛｯｸｱﾋﾟｰﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3002,cfffdf39e7d42112b6a1c67c066464e9,2506202,[エイトビートロッカー]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,11,2784,2712,9222,8985,ﾛｯｸｱﾋﾟｰﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3003,b82cc04f383762ad8b17178c4541b612,2409101,[シンデレラドリーム]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,18,5200,3200,13650,8400,夢のﾁｶﾗ,自分の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3004,fb8d932128418fe65603b3a401df31ec,2509102,[シンデレラドリーム]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,18,6240,3840,20670,12720,夢のﾁｶﾗ,自分の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3005,dd6344a8baf0947d7d8cce141122c052,2416201,[フォー・ピース]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,20,5760,4040,15120,10605,ﾛｯｸ･ｳﾞｫｰｶﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3006,886f0d64d079d506d97861ff69384628,2516202,[フォー・ピース]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,20,6912,4848,22896,16060,ﾛｯｸ･ｳﾞｫｰｶﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3007,bf5998ac8491ce18e8d88fcd61237dc1,2419601,[パーティーロックアンセム]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,20,5180,5080,13598,13335,友情ﾌﾚｰｽﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
3008,c7d9ebf06688e4ea6d383039efe538c1,2519602,[パーティーロックアンセム]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,20,6216,6096,20591,20194,友情ﾌﾚｰｽﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 絶大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
3009,02395469aae2e69c4de945a9b169f4a6,2425701,[ブルーサンシャインサマー]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,21,6360,4640,16695,12180,ｸｰﾙｽﾌﾟﾗｯｼｭ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3010,39aed32c6cbcf6adfe89bf505112b35a,2525702,[ブルーサンシャインサマー]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,21,7632,5568,25282,18444,ｸｰﾙｽﾌﾟﾗｯｼｭ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3～4人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3011,273b1c41db9fcbaefa272d53a6d85400,2526302,[アスタリスク]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,16,4820,4340,13858,12478,夢のかけら,ｷｭｰﾄ･ｸｰﾙﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,True,2018/10/09 05:41:59
3012,1a0c01326720c0d7ef57912bb86d8578,2433001,[オールナイトフィーバー]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,22,6640,4880,17430,12810,熱気の渦,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3013,76d21a0867948b21a7f1bf26aee05b5b,2533002,[オールナイトフィーバー]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,22,7968,5856,26394,19398,熱気の渦,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3014,ce6cc64940b1610edfdd5e8486bd0de2,2438801,[バイオレットディシジョン]多田李衣菜,,78,多田李衣菜,Cool,SR,False,152,41,80,55,81,23,7180,5320,18848,13965,渇望の旋律,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
3015,4a688e97246cf40a0e8850db9199e694,2538802,[バイオレットディシジョン]多田李衣菜+,,78,多田李衣菜,Cool,SR+,True,152,41,80,55,81,23,8616,6384,28541,21148,渇望の旋律,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
